level,subject,gender,year,value_perc
Advanced,German,Men,2021,58.7
Advanced,French,Men,2021,62.9
Advanced,Russian,Men,2021,77.4
Advanced,Spanish ,Men,2021,58.1
Advanced,Italian ,Men,2021,73.0
Advanced,Civics,Men,2021,32.0
Advanced,Geography,Men,2021,33.9
Advanced,Biology,Men,2021,34.5
Advanced,Chemistry,Men,2021,40.0
Advanced,History,Men,2021,39.7
Advanced,Physics,Men,2021,36.9
Advanced,History of music,Men,2021,40.0
Advanced,History of art,Men,2021,40.1
Advanced,Philosophy,Men,2021,29.9
Advanced,Latin and ancient culture,Men,2021,50.8
Advanced,Informatics,Men,2021,37.7
Advanced,Kashubian,Men,2021,71.7
Advanced,Lemko ,Men,2021,0.0
Advanced,Polish ,Altogether,2021,49.1
Advanced,Belarusian,Altogether,2021,100.0
Advanced,Lithuanian ,Altogether,2021,79.3
Advanced,Ukrainian ,Altogether,2021,65.4
Advanced,Maths,Altogether,2021,31.4
Advanced,English,Altogether,2021,65.0
Advanced,German,Altogether,2021,58.4
Advanced,French,Altogether,2021,63.7
Advanced,Russian,Altogether,2021,75.8
Advanced,Spanish ,Altogether,2021,59.6
Advanced,Italian ,Altogether,2021,72.0
Advanced,Civics,Altogether,2021,27.9
Advanced,Geography,Altogether,2021,33.4
Advanced,Biology,Altogether,2021,33.2
Advanced,Chemistry,Altogether,2021,35.0
Advanced,History,Altogether,2021,36.6
Advanced,Physics,Altogether,2021,37.2
Advanced,History of music,Altogether,2021,45.4
Advanced,History of art,Altogether,2021,43.9
Advanced,Philosophy,Altogether,2021,29.4
Advanced,Latin and ancient culture,Altogether,2021,49.4
Advanced,Informatics,Altogether,2021,37.9
Advanced,Kashubian,Altogether,2021,61.3
Advanced,Lemko ,Altogether,2021,89.0
